year;month;day;temp_max;temp_min;was_raining_previous_day
2022;03;14;12;0;0
2022;03;15;10;1;0
2022;03;16;8;4;0
2022;03;17;9;0;0
2022;03;18;7;0;0
2022;03;19;11;0;0
2022;03;20;12;0;0
2022;03;21;12;1;0
2022;03;22;16;3;0
2022;03;23;17;4;0
2022;03;24;14;2;0
2022;03;25;15;4;0
2022;03;26;11;3;0
2022;03;27;9;0;0
2022;03;28;18;3;0
2022;03;29;11;6;0
2022;03;30;10;4;1
2022;03;31;7;2;0
2022;04;01;8;0;1
2022;04;02;3;0;0
2022;04;03;7;-1;0
2022;04;04;7;0;1
2022;04;05;6;2;1
2022;04;06;13;2;0
2022;04;07;15;8;1
2022;04;08;9;6;1
2022;04;09;9;4;0
2022;04;10;9;2;1
2022;04;11;8;2;0
2022;04;12;11;0;0
2022;04;13;15;3;0
2022;04;14;18;6;1
2022;04;15;15;9;0
2022;04;16;6;3;0
2022;04;17;11;1;0
2022;04;18;9;1;1
2022;04;19;7;3;0
2022;04;20;12;2;0
2022;04;21;7;4;1
2022;04;22;5;4;1
2022;04;23;7;4;0
2022;04;24;17;4;1
2022;04;25;9;6;0
2022;04;26;14;6;0
2022;04;27;15;5;0
2022;04;28;14;4;0
2022;04;29;15;6;0
2022;04;30;15;5;0
2022;05;01;16;6;0
2022;05;02;18;11;0
2022;05;03;17;10;0
2022;05;04;15;7;0
2022;05;05;18;9;1
2022;05;06;17;11;0
2022;05;07;19;9;0
2022;05;08;19;10;0
2022;05;09;17;6;0
2022;05;10;18;5;0
2022;05;11;25;10;0
2022;05;12;23;14;0
2022;05;13;20;12;0
2022;05;14;17;11;0
2022;05;15;19;9;0
2022;05;16;21;9;0
2022;05;17;17;9;0
2022;05;18;17;4;0
2022;05;19;24;8;0
2022;05;20;25;12;1
2022;05;21;16;12;0
2022;05;22;13;9;0
2022;05;23;17;9;0
2022;05;24;21;8;1
2022;05;25;20;11;0
2022;05;26;20;10;1
2022;05;27;16;11;1
2022;05;28;12;7;0
2022;05;29;16;8;0
2022;05;30;17;9;0
2022;05;31;20;7;1
2022;06;01;19;12;0
2022;06;02;18;9;0
2022;06;03;22;9;1
2022;06;04;20;12;0
2022;06;05;23;9;0
2022;06;06;24;12;0
2022;06;07;26;17;1
2022;06;08;17;15;1
2022;06;09;23;15;1
2022;06;10;21;16;0
2022;06;11;25;12;0
2022;06;12;24;14;1
2022;06;13;20;13;0
2022;06;14;18;10;0
2022;06;15;20;10;0
2022;06;16;24;12;0
2022;06;17;22;12;0
2022;06;18;21;13;0
2022;06;19;35;17;1
2022;06;20;19;13;1
2022;06;21;18;11;0
2022;06;22;23;10;0
2022;06;23;24;14;0
2022;06;24;27;15;0
2022;06;25;28;16;0
2022;06;26;28;17;0
2022;06;27;31;18;0
2022;06;28;32;19;0
2022;06;29;33;19;0
2022;06;30;36;22;1
2022;07;01;35;22;1
2022;07;02;20;18;0
2022;07;03;29;14;0
2022;07;04;32;17;0
2022;07;05;25;18;0
2022;07;06;26;17;0
2022;07;07;19;13;0
2022;07;08;21;14;0
2022;07;09;21;12;1
2022;07;10;19;11;1
2022;07;11;17;11;1
2022;07;12;22;11;0
2022;07;13;26;15;0
2022;07;14;25;16;0
2022;07;15;23;14;0
2022;07;16;21;13;0
2022;07;17;24;10;0
2022;07;18;24;13;0
2022;07;19;30;17;0
2022;07;20;30;16;0
2022;07;21;35;18;1
2022;07;24;29;17;0
2022;07;25;31;15;1
2022;07;26;24;18;0
2022;07;27;24;15;0
2022;07;28;28;14;0
2022;07;29;26;14;1
2022;07;30;24;15;1
2022;07;31;20;15;0
2022;08;01;20;13;0
2022;08;02;27;16;0
2022;08;03;32;17;0
2022;08;04;30;19;0
2022;08;05;35;18;0
2022;08;06;24;18;0
2022;08;07;24;12;0
2022;08;08;24;14;0
2022;08;09;25;17;0
2022;08;10;26;14;0
2022;08;11;30;16;1
2022;08;12;28;16;1
2022;08;13;22;17;0
2022;08;14;29;17;1
2022;08;15;29;19;1
2022;08;16;32;19;0
2022;08;17;32;21;0
2022;08;18;34;21;0
2022;08;19;35;22;0
2022;08;20;32;21;1
2022;08;21;24;19;0
2022;08;22;29;18;1
2022;08;23;34;20;0
2022;08;24;35;20;0
2022;08;25;37;23;0
2022;08;27;35;21;0
2022;08;28;26;20;0
2022;08;29;29;17;0
2022;08;30;27;16;0
2022;08;31;24;13;0
2022;09;01;20;11;0
2022;09;02;22;14;0
2022;09;03;23;11;0
2022;09;04;23;11;0
2022;09;05;23;13;0
2022;09;06;22;10;0
2022;09;07;22;10;0
2022;09;08;25;11;1
2022;09;09;19;11;0
2022;09;11;14;11;0
2022;09;12;21;9;0
2022;09;13;21;8;0
2022;09;14;22;13;0
2022;09;15;22;14;0
2022;09;16;19;12;0
2022;09;17;18;10;1
2022;09;19;14;8;0
2022;09;20;16;7;0
2022;09;21;16;8;0
2022;09;22;15;7;0
2022;09;23;15;9;0
2022;09;25;17;9;0
2022;09;26;17;9;1
2022;09;27;12;11;1
2022;09;28;14;8;0
2022;09;29;15;10;1
2022;09;30;14;8;0
2022;10;01;16;9;0
2022;10;02;14;10;1
2022;10;03;13;9;0
2022;10;04;14;8;0
2022;10;05;18;8;0
2022;10;06;19;12;0
2022;10;07;21;9;0
2022;10;08;19;11;0
2022;10;09;15;9;0
2022;10;10;19;6;0
2022;10;11;18;9;0
2022;10;12;14;7;0
2022;10;13;17;7;0
2022;10;14;16;8;0
2022;10;15;18;10;0
2022;10;16;19;13;0
2022;10;17;20;12;1
2022;10;18;21;13;0
2022;10;19;12;6;0
2022;10;20;12;4;0
2022;10;21;12;4;0
2022;10;22;16;9;0
2022;10;23;17;10;0
2022;10;24;17;10;0
2022;10;25;17;12;0
2022;10;26;16;11;0
2022;10;27;16;9;0
2022;10;28;17;10;0
2022;10;29;18;13;0
2022;10;30;14;10;0
2022;10;31;17;10;0
2022;11;01;17;12;0
2022;11;02;16;10;0
2022;11;03;12;7;0
2022;11;04;12;6;0
2022;11;05;12;8;0
2022;11;06;10;6;0
2022;11;07;10;5;0
2022;11;08;14;9;0
2022;11;09;12;8;1
2022;11;10;12;8;0
2022;11;11;11;7;0
2022;11;12;13;7;0
2022;11;13;12;7;0
2022;11;14;11;7;0
2022;11;15;12;5;0
2022;11;16;5;4;0
2022;11;17;3;0;0
2022;11;18;4;-1;0
2022;11;19;-1;-3;0
2022;11;20;1;-3;0
2022;11;21;1;-2;0
2022;11;22;2;0;0
2022;11;23;3;0;1
2022;11;24;1;0;1
2022;11;25;0;-1;0
2022;11;26;0;-5;0
2022;11;27;1;-1;0
2022;11;28;3;0;0
2022;11;29;2;0;0
2022;11;30;3;0;0
2022;12;01;2;-2;0
2022;12;02;0;-3;0
2022;12;03;0;-2;0
2022;12;04;3;0;0
2022;12;05;2;0;0
2022;12;06;3;1;0
2022;12;07;2;0;0
2022;12;08;2;0;0
2022;12;09;1;-1;0
2022;12;10;0;0;1
2022;12;11;-1;-2;1
2022;12;12;-3;-4;0
2022;12;13;0;-5;0
2022;12;14;-4;-10;0
2022;12;15;-3;-5;0
2022;12;16;-2;-6;0
2022;12;17;-5;-10;0
2022;12;18;-4;-10;0
2022;12;19;-2;-9;1
2022;12;20;2;0;1
2022;12;21;1;-1;1
2022;12;22;3;1;0
2022;12;23;5;3;1
2022;12;24;3;3;0
2022;12;25;4;2;1
2022;12;26;8;2;1
2022;12;27;5;3;0
2022;12;28;3;0;0
2022;12;29;7;3;1
2022;12;30;7;3;0
2022;12;31;10;3;0
2023;01;01;14;10;0
2023;01;02;10;7;0
2023;01;03;8;3;0
2023;01;04;7;1;1
2023;01;05;9;4;1
2023;01;06;0;0;1
2023;01;07;4;2;0
2023;01;08;6;3;0
2023;01;09;7;2;0
2023;01;10;5;4;0
2023;01;11;6;2;1
2023;01;12;5;3;0
2023;01;13;8;6;0
2023;01;14;7;4;1
2023;01;15;7;4;1
2023;01;17;7;3;1
2023;01;18;9;2;0
2023;01;19;2;-1;0
2023;01;20;2;0;1
2023;01;21;1;0;0
2023;01;22;1;0;0
2023;01;23;2;0;0
2023;01;24;3;1;0
2023;01;25;3;0;0
2023;01;26;3;-1;0
2023;01;27;1;0;0
2023;01;28;0;-1;0
2023;01;29;0;-2;1
2023;01;30;1;0;0
2023;01;31;3;0;1
2023;02;01;2;0;1
2023;02;02;2;0;1
2023;02;03;1;-1;0
2023;02;04;0;-3;0
2023;02;05;-1;-4;0
2023;02;06;-1;-4;0
2023;02;07;1;-4;0
2023;02;08;0;-3;0
2023;02;09;0;-5;0
2023;02;10;1;-1;1
2023;02;11;3;0;0
2023;02;12;2;-1;0
2023;02;13;5;1;0
2023;02;14;7;0;0
2023;02;15;7;0;0
2023;02;16;7;0;0
2023;02;17;6;4;1
2023;02;18;7;5;0
2023;02;19;6;2;0
2023;02;20;7;0;0
2023;02;21;8;5;0
2023;02;22;6;2;0
2023;02;23;6;0;1
2023;02;24;6;4;1
2023;02;25;2;0;0
2023;02;26;18;5;0
2023;02;27;2;-2;0
2023;02;28;3;-1;0
2023;03;01;3;-1;0
2023;03;02;6;0;0
2023;03;03;7;0;0
2023;03;04;6;0;0
2023;03;05;2;-1;0
2023;03;06;2;-2;1
2023;03;07;4;-3;1
2023;03;08;4;0;1
2023;03;09;2;-1;1
2023;03;10;9;0;1
2023;03;11;5;0;1
2023;03;12;4;0;1
2023;03;13;10;0;0
2023;03;14;13;6;1
2023;03;15;7;2;0
2023;03;16;7;0;0
2023;03;17;9;1;0
2023;03;18;11;2;0
2023;03;19;15;3;1
2023;03;20;8;5;1
2023;03;21;9;5;0
2023;03;22;10;5;0
2023;03;23;14;7;1
2023;03;24;15;9;1
2023;03;25;13;7;1
2023;03;26;11;6;1
2023;03;27;5;0;1
2023;03;28;3;-1;0
2023;03;29;8;-1;1
2023;03;30;10;4;1
2023;03;31;13;8;1
2023;04;01;8;2;1
2023;04;02;5;1;0
2023;04;03;6;-1;0
2023;04;04;8;-1;0
2023;04;05;7;-1;1
2023;04;06;3;0;1
2023;04;07;9;2;1
2023;04;08;10;4;1
2023;04;09;13;6;1
2023;04;10;15;7;1
2023;04;11;15;7;0
2023;04;12;10;6;0
2023;04;13;15;6;0
2023;04;14;15;9;1
2023;04;15;12;7;1
2023;04;16;11;5;1
2023;04;17;14;7;1
2023;04;18;16;6;1
2023;04;19;14;9;0
2023;04;20;17;8;0
2023;04;21;18;6;0
2023;04;22;17;7;0
2023;04;23;18;11;0
2023;04;24;19;11;1
2023;04;25;13;7;0
2023;04;26;11;4;0
2023;04;27;11;3;0
2023;04;28;14;3;1
2023;04;29;13;8;1
2023;04;30;15;8;0
2023;05;01;17;4;1
2023;05;02;14;7;1
2023;05;03;13;6;0
2023;05;05;13;5;0
2023;05;06;13;3;0
2023;05;07;15;5;0
2023;05;08;14;2;0
2023;05;09;16;4;0
2023;05;10;16;5;0
2023;05;11;18;6;0
2023;05;12;19;7;0
2023;05;13;19;10;1
2023;05;14;21;9;1
2023;05;15;15;10;0
2023;05;16;20;10;1
2023;05;17;13;7;1
2023;05;18;9;6;1
2023;05;19;13;7;1
2023;05;20;20;11;0
2023;05;21;22;10;0
2023;05;22;22;10;0
2023;05;23;22;14;0
2023;05;24;20;14;0
2023;05;25;20;12;1
2023;05;26;23;10;0
2023;05;27;22;7;0
2023;05;28;20;7;0
2023;05;29;23;10;0
2023;05;30;22;12;0
2023;05;31;24;9;0
2023;06;01;24;10;0
2023;06;02;18;8;0
2023;06;03;18;5;0
2023;06;04;21;8;0
2023;06;05;23;10;0
2023;06;06;25;12;1
2023;06;07;25;13;0
2023;06;08;25;12;1
2023;06;09;24;14;1
2023;06;10;22;15;0
2023;06;11;23;11;0
2023;06;12;21;10;1
2023;06;13;12;9;1
2023;06;14;18;11;1
2023;06;15;23;12;0
2023;06;16;24;13;0
2023;06;17;25;16;1
2023;06;18;25;15;1
2023;06;21;30;18;1
2023;06;22;31;19;1
2023;06;23;30;17;1
2023;06;24;16;14;0
2023;06;25;27;14;0
2023;06;26;28;15;1
2023;06;27;23;14;0
2023;06;28;21;12;0
2023;06;29;27;13;0
2023;06;30;27;16;1
2023;07;01;26;17;1
2023;07;02;24;16;0
2023;07;03;26;14;0
2023;07;04;27;14;1
2023;07;05;30;16;1
2023;07;06;23;16;0
2023;07;07;29;15;0
2023;07;08;31;15;0
2023;07;09;28;15;0
2023;07;10;30;15;1
2023;07;11;28;17;1
2023;07;12;32;15;0
2023;07;13;27;16;0
2023;07;14;27;15;0
2023;07;15;31;16;0
2023;07;16;35;20;1
2023;07;17;32;18;1
2023;07;18;29;17;0
2023;07;19;30;17;1
2023;07;20;22;14;0
2023;07;21;26;15;1
2023;07;22;24;14;0
2023;07;23;28;14;1
2023;07;24;32;18;0
2023;07;25;27;18;1
2023;07;26;24;15;1
2023;07;27;22;13;1
2023;07;28;21;14;1
2023;07;29;26;14;1
2023;07;30;26;17;1
2023;07;31;25;16;1
2023;08;01;21;17;1
2023;08;02;25;15;1
2023;08;03;24;17;0
2023;08;04;27;15;1
2023;08;05;20;17;1
2023;08;06;21;14;1
2023;08;07;18;13;1
2023;08;08;19;12;1
2023;08;09;20;13;0
2023;08;10;22;11;0
2023;08;11;22;15;0
2023;08;12;27;14;1
2023;08;13;30;18;0
2023;08;14;31;20;0
2023;08;15;34;21;0
2023;08;16;35;21;1
2023;08;17;32;22;0
2023;08;18;31;21;0
2023;08;19;34;21;1
2023;08;20;33;21;0
2023;08;21;29;20;0
2023;08;22;27;16;0
2023;08;23;28;18;0
2023;08;24;27;19;1
2023;08;25;32;18;1
2023;08;26;28;19;1
2023;08;27;24;17;1
2023;08;28;26;17;1
2023;08;29;32;16;1
2023;08;30;19;14;1
2023;08;31;20;13;0
2023;09;01;23;13;0
2023;09;02;23;14;0
2023;09;03;23;14;0
2023;09;04;23;13;0
2023;09;05;26;14;0
2023;09;06;27;15;0
2023;09;07;27;16;0
2023;09;08;28;16;0
2023;09;09;28;17;0
2023;09;10;30;17;0
2023;09;11;29;17;0
2023;09;12;29;18;0
2023;09;13;31;18;0
2023;09;14;21;12;0
2023;09;15;21;9;0
2023;09;16;25;11;0
2023;09;17;27;14;0
2023;09;18;29;19;1
2023;09;19;23;16;0
2023;09;20;24;14;0
2023;09;21;27;15;0
2023;09;22;28;18;0
2023;09;23;21;15;0
2023;09;24;21;13;0
2023;09;25;24;13;0
2023;09;26;28;15;0
2023;09;27;27;15;0
2023;09;28;27;15;0
2023;09;29;27;15;1
2023;09;30;21;14;0
2023;10;01;18;12;0
2023;10;02;19;13;0
2023;10;03;27;16;0
2023;10;04;18;12;1
2023;10;05;18;11;0
2023;10;06;17;8;1
2023;10;07;17;11;0
2023;10;08;12;7;0
2023;10;09;12;6;0
2023;10;10;12;7;0
2023;10;11;21;9;0
2023;10;12;19;10;0
2023;10;13;18;9;1
2023;10;14;24;12;0
2023;10;15;12;7;1
2023;10;16;9;5;0
2023;10;17;11;4;0
2023;10;18;13;4;0
2023;10;19;11;5;1
2023;10;20;9;7;0
2023;10;21;18;7;1
2023;10;22;13;11;0
2023;10;23;15;9;0
2023;10;24;15;8;1
2023;10;25;11;8;1
2023;10;26;11;9;0
2023;10;27;11;8;1
2023;10;28;9;7;0
2023;10;29;15;8;0
2023;10;30;16;10;0
2023;10;31;17;11;0
2023;11;01;11;9;0
2023;11;02;13;8;1
2023;11;03;15;11;0
2023;11;04;12;7;0
2023;11;05;10;6;1
2023;11;06;12;9;0
2023;11;07;12;7;0
2023;11;08;10;7;0
2023;11;09;11;5;0
2023;11;10;10;7;1
2023;11;11;8;5;0
2023;11;12;8;4;1
2023;11;13;8;5;1
2023;11;14;10;5;1
2023;11;15;9;6;1
2023;11;16;6;3;1
2023;11;17;5;3;1
2023;11;18;2;1;1
2023;11;19;3;1;1
2023;11;20;6;2;1
2023;11;21;5;-1;0
2023;11;22;-1;-4;1
2023;11;23;6;-2;1
2023;11;24;4;1;1
2023;11;25;1;0;1
2023;11;26;1;-1;0
2023;11;27;0;-2;0
2023;11;28;0;-2;0
2023;11;29;0;-2;1
2023;11;30;-1;-4;0
2023;12;01;0;-3;1
2023;12;02;0;-2;1
2023;12;03;0;-2;1
2023;12;04;-1;-4;0
2023;12;05;-1;-4;0
2023;12;06;0;-5;1
2023;12;07;0;-2;0
2023;12;08;-1;-4;1
2023;12;09;0;-3;1
2023;12;10;1;-1;1
2023;12;11;2;1;1
2023;12;12;4;1;1
2023;12;13;2;0;1
2023;12;14;1;-1;0
2023;12;15;1;0;1
2023;12;16;5;1;0
2023;12;17;8;5;1
2023;12;18;6;5;1
2023;12;19;7;5;1
2023;12;20;5;4;1
2023;12;21;6;2;1
2023;12;22;5;0;0
2023;12;23;0;0;1
2023;12;24;6;0;1
2023;12;25;9;6;1
2023;12;26;10;4;1
2023;12;27;6;0;0
2023;12;28;6;1;0
2023;12;29;8;4;1
2023;12;30;8;4;0
2023;12;31;4;1;1
2024;01;01;4;1;1
2024;01;02;4;2;1
2024;01;03;3;1;1
2024;01;04;7;1;1
2024;01;05;2;-2;1
2024;01;06;0;-3;0
2024;01;07;-5;-8;0
2024;01;08;-6;-8;0
2024;01;09;-4;-8;0
2024;01;10;-1;-6;0
2024;01;11;0;-3;1
2024;01;12;0;-4;1
2024;01;13;0;0;1
2024;01;14;0;0;1
2024;01;15;0;-2;0
2024;01;16;-3;-6;1
2024;01;17;0;-7;1
2024;01;18;1;-2;0
2024;01;19;-1;-5;1
2024;01;20;0;-4;0
2024;01;21;0;-1;1
2024;01;22;2;-1;1
2024;01;23;3;2;1
2024;01;24;6;0;1
2024;01;25;5;1;1
2024;01;26;2;0;1
2024;01;27;3;1;0
2024;01;28;3;0;0
2024;01;29;4;0;0
2024;01;30;6;0;0
2024;01;31;6;1;1
2024;02;01;5;2;1
2024;02;02;4;0;1
2024;02;03;9;5;0
2024;02;04;7;4;1
2024;02;05;6;3;1
2024;02;06;9;2;1
2024;02;07;9;1;1
2024;02;09;2;0;0
2024;02;10;5;2;1
2024;02;11;9;5;1
2024;02;12;8;6;0
2024;02;13;8;3;0
2024;02;14;7;2;1
2024;02;15;6;4;0
2024;02;16;12;6;1
2024;02;17;11;5;0
2024;02;18;5;2;1
2024;02;19;5;2;1
2024;02;20;7;5;1
2024;02;21;6;4;1
2024;02;22;8;4;1
2024;02;23;8;5;0
2024;02;24;9;5;0
2024;02;27;15;7;1
2024;02;28;10;5;0
2024;02;29;10;6;0
2024;03;01;15;7;0
2024;03;02;16;8;0
2024;03;03;12;6;1
2024;03;04;6;4;1
2024;03;05;7;3;0
2024;03;06;6;1;0
2024;03;07;6;0;0
2024;03;08;7;0;0
2024;03;09;9;1;1
2024;03;10;12;2;1
2024;03;11;7;4;1
2024;03;12;7;6;1
2024;03;13;5;4;0
2024;03;14;9;4;0
2024;03;15;11;3;1
2024;03;16;15;7;1
2024;03;17;7;0;1
2024;03;18;4;0;0
2024;03;19;8;0;0
2024;03;20;9;2;1
2024;03;21;11;2;1
2024;03;22;9;5;1
2024;03;23;12;3;1
2024;03;24;9;4;1
2024;03;25;7;3;0
2024;03;26;12;3;0
2024;03;27;17;6;1
2024;03;28;18;7;0
2024;03;29;16;7;0
2024;03;30;21;10;0
2024;03;31;23;12;0
2024;04;01;22;12;1
2024;04;02;15;8;1
2024;04;03;9;1;1
2024;04;04;13;2;1
2024;04;05;13;9;1
2024;04;06;17;10;0
2024;04;07;21;9;0
2024;04;08;26;14;0
2024;04;09;26;15;0
2024;04;10;17;11;0
2024;04;11;16;7;0
2024;04;12;15;11;0
2024;04;13;19;13;1
2024;04;14;19;10;1
2024;04;16;11;5;1
2024;04;17;8;3;0
2024;04;18;8;1;1
2024;04;19;11;1;1
2024;04;20;10;4;0
2024;04;21;6;0;0
2024;04;22;5;0;0
2024;04;23;11;1;1
2024;04;24;8;3;1
2024;04;25;12;5;0
2024;04;26;15;3;0
2024;04;29;24;12;0
2024;04;30;24;12;0
2024;05;01;22;11;0
2024;05;02;22;11;0
2024;05;03;24;13;0
2024;05;04;23;12;1
2024;05;05;25;15;1
2024;05;06;20;11;0
2024;05;07;14;8;0
2024;05;08;16;5;0
2024;05;09;18;5;0
2024;05;10;17;9;0
2024;05;11;14;7;0
2024;05;12;17;4;0
2024;05;13;18;7;0
2024;05;14;18;8;0
2024;05;15;18;7;0
2024;05;16;18;7;0
2024;05;17;20;8;0
2024;05;18;22;10;0
2024;05;19;22;11;1
2024;05;20;24;12;0
2024;05;21;27;14;1
2024;05;22;25;15;1
2024;05;23;21;14;0
2024;05;24;26;14;1
2024;05;25;26;14;1
2024;05;26;26;14;0
2024;05;27;25;13;1
2024;05;28;25;14;1
2024;05;29;25;14;0
2024;05;30;23;14;0
2024;05;31;23;14;1
2024;06;01;23;14;1
2024;06;02;21;12;0
